Article Number,Name of the Offer,Card name,Card language,condition,auction date,number of bids,final bid,currency,shipping fee,seller,items sold by seller,images,local path,auction type,url
125148976374,Pokemon Pikachu Basis Set PSA 10 Gem mint gelb Wangen,Pikachu,English,Gebraucht,2022-02-16 08:17:03,,"162,92",EUR,28.32,max3ffort,781,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/162,92/Pokemon Pikachu Basis Set PSA 10 Gem mint gelb Wangen",Preisvorschlag akzeptiert,https://www.ebay.de/itm/125148976374?hash=item1d2375d4f6:g:uR8AAOSwattiCrcv
265543980242,Pokemon PSA 10 Gem Mint Sword & Shield Base Set zamazenta V 198 Full Art,,,Gebraucht,2022-02-16 01:28:07,,"44,65",EUR,11.49,realitys-end,310,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/44,65/Pokemon PSA 10 Gem Mint Sword & Shield Base Set zamazenta V 198 Full Art",Sofort-Kaufen,https://www.ebay.de/itm/265543980242?hash=item3dd3a794d2:g:nlUAAOSwkFViBbqp
275153698792,Bisasam 1. Edition | Base Set | PSA 10 Gem Mint | deutsch | Bulbasaur | Pokemon,Bulbasaur,German,,2022-02-15 21:04:46,,"295,00",EUR,Kostenloser Versand,card-foundry,3085,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Bulbasaur/German/295,00/Bisasam 1. Edition | Base Set | PSA 10 Gem Mint | deutsch | Bulbasaur | Pokemon",Sofort-Kaufen,https://www.ebay.de/itm/275153698792?hash=item4010703fe8:g:D3EAAOSwTN5h~SSo
265551440655,Pokemon Raupy Base Set 1.Edition PSA 10 Mint,Caterpie,German,Gebraucht,2022-02-15 20:10:13,,"90,00",EUR,Kostenloser Versand,stoisecollectibles,274,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Caterpie/German/90,00/Pokemon Raupy Base Set 1.Edition PSA 10 Mint",Sofort-Kaufen,https://www.ebay.de/itm/265551440655?hash=item3dd4196b0f:g:h5UAAOSwolZg-ebd
265551439445,Pokemon Onix Base Set 1.Edition PSA 10,Onix,English,Gebraucht,2022-02-15 20:10:12,,"85,00",EUR,4.99,stoisecollectibles,274,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Onix/English/85,00/Pokemon Onix Base Set 1.Edition PSA 10",Sofort-Kaufen,https://www.ebay.de/itm/265551439445?hash=item3dd4196655:g:N2YAAOSwtHZg-eYt
144412809928,Pokemon Wobbuffet V Sword & Shield Base 86/202 PSA 10 Gem Mint Card,Wobbuffet,English,,2022-02-15 09:47:30,,"42,51",EUR,9.92,drafes987,146,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Wobbuffet/English/42,51/Pokemon Wobbuffet V Sword & Shield Base 86/202 PSA 10 Gem Mint Card",Preisvorschlag akzeptiert,https://www.ebay.de/itm/144412809928?hash=item219fac9ac8:g:mnIAAOSwbrhiCXaF
284606147853,Pokemon Karten-Japanisch PSA 10 Raichu 26-Base Set-Gem MT-psa10,Raichu,English,,2022-02-14 23:54:22,,"386,96",EUR,11.89,lakegamestore,5227,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Raichu/English/386,96/Pokemon Karten-Japanisch PSA 10 Raichu 26-Base Set-Gem MT-psa10",Sofort-Kaufen,https://www.ebay.de/itm/284606147853?hash=item4243d92d0d:g:TlEAAOSwhxJh3xGE
224817691369,Pokemon 1 Edition Deutsch 1st Alpollo Base PSA 10 Gem Mint 1999 29/102 Haunter,Haunter,German,Gebraucht,2022-02-14 23:01:16,,"141,69",EUR,21.25,prize-card-auctions,874,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Haunter/German/141,69/Pokemon 1 Edition Deutsch 1st Alpollo Base PSA 10 Gem Mint 1999 29/102 Haunter",Sofort-Kaufen,https://www.ebay.de/itm/224817691369?hash=item34582dbae9:g:qe0AAOSwjkJh-GK6
384721578069,Squirtle Pokemon Base Set 2 2000 PSA 10 WotC,Squirtle,English,Gebraucht,2022-02-14 22:42:44,22,"69,06",EUR,16.18,caljac_9510,195,[],,Auction,https://www.ebay.de/itm/384721578069?hash=item5993316855:g:xwIAAOSwjwpiAZI7
384721577384,Squirtle Pokemon Base Set 2 2000 PSA 10,Squirtle,English,Gebraucht,2022-02-14 22:41:59,18,"63,10",EUR,16.05,caljac_9510,195,[],,Auction,https://www.ebay.de/itm/384721577384?hash=item59933165a8:g:yykAAOSwWbliAZIU
144412802826,Pokemon Lapras Vmax Sword & Shield Base 50/202 PSA 10 Gem Mint Card,Lapras,English,,2022-02-14 21:27:04,,"56,67",EUR,9.92,drafes987,146,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Lapras/English/56,67/Pokemon Lapras Vmax Sword & Shield Base 50/202 PSA 10 Gem Mint Card",Preisvorschlag akzeptiert,https://www.ebay.de/itm/144412802826?hash=item219fac7f0a:g:KQAAAOSw7YdiCXS1
373920184586,Pokemon Cards lot: set base fossil neo jap celebrations 1 ed. No psa 10 bgs gym ,,,Brandneu,2022-02-14 19:59:29,4,"2,50",EUR,12.00,salvcil_87,6,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/2,50/Pokemon Cards lot: set base fossil neo jap celebrations 1 ed. No psa 10 bgs gym ",Auction,https://www.ebay.de/itm/373920184586?hash=item570f61390a:g:G7YAAOSwUK5iAWhh
294788073307,1999 Pokemon German Detektor 1st Edition 1 Base Set 74/102 PSA 10 Gem Mint,,,Gebraucht,2022-02-13 23:18:25,18,"56,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/56,00/1999 Pokemon German Detektor 1st Edition 1 Base Set 74/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788073307?hash=item44a2bd075b:g:QOYAAOSwRlph-Tnw
294788071216,1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10,,,Gebraucht,2022-02-13 23:16:57,14,"71,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/71,00/1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10",Auction,https://www.ebay.de/itm/294788071216?hash=item44a2bcff30:g:c90AAOSwaXxh-Tmv
294788070136,1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10,,,Gebraucht,2022-02-13 23:14:23,11,"67,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/67,00/1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10",Auction,https://www.ebay.de/itm/294788070136?hash=item44a2bcfaf8:g:P6EAAOSwRlph-TmM
294788065557,1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter,,,Gebraucht,2022-02-13 23:12:18,16,"59,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/59,00/1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter",Auction,https://www.ebay.de/itm/294788065557?hash=item44a2bce915:g:zpwAAOSwpeRh-TjE
294788068046,1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter,,,Gebraucht,2022-02-13 23:10:48,15,"61,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/61,00/1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter",Auction,https://www.ebay.de/itm/294788068046?hash=item44a2bcf2ce:g:5U4AAOSwQ8ph-Tk6
294788067063,1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter,,,Gebraucht,2022-02-13 23:08:34,27,"57,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/57,00/1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter",Auction,https://www.ebay.de/itm/294788067063?hash=item44a2bceef7:g:nS8AAOSwEBlh-TkK
294788066299,1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter,,,Gebraucht,2022-02-13 23:06:46,12,"56,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/56,00/1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter",Auction,https://www.ebay.de/itm/294788066299?hash=item44a2bcebfb:g:fzkAAOSwUZxh-Tjp
294788049252,1999 Pokemon German Computersuche 1st Edition 1 Base Set 71/102 PSA 10 Gem Mint,,,Gebraucht,2022-02-13 23:05:39,10,"56,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/56,00/1999 Pokemon German Computersuche 1st Edition 1 Base Set 71/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788049252?hash=item44a2bca964:g:QjsAAOSwRHNh-Td0
294788062109,1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter,,,Gebraucht,2022-02-13 23:04:52,10,"60,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/60,00/1999 Pokemon German Zuchter 1st Edition 1 Base Set 76/102 PSA 10 Züchter",Auction,https://www.ebay.de/itm/294788062109?hash=item44a2bcdb9d:g:3eAAAOSwSplh-Tgm
294788049765,1999 Pokemon German Computersuche 1st Edition 1 Base Set 71/102 PSA 10 Gem Mint,,,Gebraucht,2022-02-13 23:02:27,17,"57,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/57,00/1999 Pokemon German Computersuche 1st Edition 1 Base Set 71/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788049765?hash=item44a2bcab65:g:aUgAAOSwft5h-Tfk
294788043135,1999 Pokemon German Gore 1st Edition 1 Base Set 75/102 PSA 10 Gem Mint Göre,,,Gebraucht,2022-02-13 22:56:54,11,"60,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/60,00/1999 Pokemon German Gore 1st Edition 1 Base Set 75/102 PSA 10 Gem Mint Göre",Auction,https://www.ebay.de/itm/294788043135?hash=item44a2bc917f:g:AAgAAOSw5U1h-TbA
294788042325,1999 Pokemon German Gore 1st Edition 1 Base Set 75/102 PSA 10 Gem Mint Göre,,,Gebraucht,2022-02-13 22:54:23,10,"54,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/54,00/1999 Pokemon German Gore 1st Edition 1 Base Set 75/102 PSA 10 Gem Mint Göre",Auction,https://www.ebay.de/itm/294788042325?hash=item44a2bc8e55:g:wZsAAOSwWY9h-TaC
294788037276,1999 Pokemon German Digdri 1st Edition 1 Base Set 19/102 PSA 10 Gem Mint,Dugtrio,German,Gebraucht,2022-02-13 22:50:40,20,"97,69",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/97,69/1999 Pokemon German Digdri 1st Edition 1 Base Set 19/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788037276?hash=item44a2bc7a9c:g:r-IAAOSw4RZh-TY3
294788029892,1999 Pokemon German Digdri 1st Edition Base Set 19/102 PSA 10 Gem Mint,Dugtrio,German,Gebraucht,2022-02-13 22:44:13,21,"89,50",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/89,50/1999 Pokemon German Digdri 1st Edition Base Set 19/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788029892?hash=item44a2bc5dc4:g:r6AAAOSw4RZh-TYc
294788027884,1999 Pokemon German Bibor 1st Edition Base Set 17/102 PSA 10 Gem Mint,Beedrill,German,Gebraucht,2022-02-13 22:42:32,14,"91,69",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/German/91,69/1999 Pokemon German Bibor 1st Edition Base Set 17/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294788027884?hash=item44a2bc55ec:g:dfcAAOSwW5Jh-TXB
294788079939,1999 Pokemon German Detektor 1st Edition 1 Base Set 74/102 PSA 10,,,Gebraucht,2022-02-13 22:34:32,20,"59,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/59,00/1999 Pokemon German Detektor 1st Edition 1 Base Set 74/102 PSA 10",Auction,https://www.ebay.de/itm/294788079939?hash=item44a2bd2143:g:1FkAAOSwXZlh-Tr0
294788077844,1999 Pokemon German Handler 1st Edition 1 Base Set 77/102 PSA 10 Händler,,,Gebraucht,2022-02-13 22:32:01,13,"67,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/67,00/1999 Pokemon German Handler 1st Edition 1 Base Set 77/102 PSA 10 Händler",Auction,https://www.ebay.de/itm/294788077844?hash=item44a2bd1914:g:ZG8AAOSwcwZh-Tqv
255372732835,Pokemon RATTATA - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #61,Rattata,English,Gebraucht,2022-02-13 22:21:33,,"88,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Rattata/English/88,00/Pokemon RATTATA - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #61",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255372732835?hash=item3b7566a9a3:g:hx0AAOSwF7hh~7uZ
294788075528,1999 Pokemon German Handler 1st Edition 1 Base Set 77/102 PSA 10 Händler,,,Gebraucht,2022-02-13 22:14:25,15,"56,00",EUR,Kostenloser Versand,baseset,2586,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/56,00/1999 Pokemon German Handler 1st Edition 1 Base Set 77/102 PSA 10 Händler",Auction,https://www.ebay.de/itm/294788075528?hash=item44a2bd1008:g:J4wAAOSwMFFh-Top
175156806066,Pokemon | 1999 | Glumanda | Base Set | 1. Edition | PSA 10 | GEM Mint,Charmander,German,Gebraucht,2022-02-13 21:41:27,1,"300,00",EUR,4.99,dennis.nullsiebenelf,198,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/300,00/Pokemon | 1999 | Glumanda | Base Set | 1. Edition | PSA 10 | GEM Mint",Auction,https://www.ebay.de/itm/175156806066?hash=item28c828c1b2:g:XBYAAOSwqNtiCRvQ
373925577358,Nidoran PSA 10 English Card 1999 Base Set Shadowless,,,Gebraucht,2022-02-13 21:39:01,14,"100,00",EUR,1.55,moritz-79,15,[],,Auction,https://www.ebay.de/itm/373925577358?hash=item570fb3828e:g:vVsAAOSwkbNhGUxO
384719574077,PSA 10 Magmar 1st Edition 1999 Pokemon German Base Set,Magmar,English,Gebraucht,2022-02-13 20:37:32,16,"103,00",EUR,4.99,highgradecollectiblecards_gbr,3,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Magmar/English/103,00/PSA 10 Magmar 1st Edition 1999 Pokemon German Base Set",Auction,https://www.ebay.de/itm/384719574077?hash=item599312d43d:g:ATEAAOSw99ZiACJG
284642195365,Pokemon Karte Pikachu #58/102 1st Edition Deutsch Base Set PSA 10 MINT,Pikachu,English,Gebraucht,2022-02-13 20:25:13,27,"360,00",EUR,5.99,jaquylars,113,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/360,00/Pokemon Karte Pikachu #58/102 1st Edition Deutsch Base Set PSA 10 MINT",Auction,https://www.ebay.de/itm/284642195365?hash=item4245ff37a5:g:FYcAAOSwX4BiACBq
284638859668,Pokemon Magmar Base Set 1st Auflage PSA 10,Magmar,English,Gebraucht,2022-02-13 19:39:45,,"297,66",EUR,16.93,gradedgames,493,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Magmar/English/297,66/Pokemon Magmar Base Set 1st Auflage PSA 10",Sofort-Kaufen,https://www.ebay.de/itm/284638859668?hash=item4245cc5194:g:juIAAOSwVNNg63of
275156535607,Fukano + Arkani 1. Edition | Base Set | PSA 10 Gem Mint | deusch | Pokemon,Growlithe,German,,2022-02-13 19:30:30,30,"336,00",EUR,Kostenloser Versand,card-foundry,3085,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Growlithe/German/336,00/Fukano + Arkani 1. Edition | Base Set | PSA 10 Gem Mint | deusch | Pokemon",Auction,https://www.ebay.de/itm/275156535607?hash=item40109b8937:g:jE4AAOSwgWpiABKG
275156531350,Pikachu Glumanda Schiggy Bisasam 1. Edition | Base Set | PSA 10 Gem Mint deusch,Pikachu,English,"Alle 4 Starter Pokemon, erste Generation",2022-02-13 19:28:31,34,"1.400,00",EUR,Kostenloser Versand,card-foundry,3085,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/1.400,00/Pikachu Glumanda Schiggy Bisasam 1. Edition | Base Set | PSA 10 Gem Mint deusch",Auction,https://www.ebay.de/itm/275156531350?hash=item40109b7896:g:hccAAOSwn9hiABJa
275163103509,1999 Pokemon Base Set Unlimited Charmeleon 24/102 PSA 10 Gem mint,Charmeleon,English,Gebraucht,2022-02-13 18:47:06,,"105,97",EUR,12.81,collectablepower,4188,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmeleon/English/105,97/1999 Pokemon Base Set Unlimited Charmeleon 24/102 PSA 10 Gem mint",Sofort-Kaufen,https://www.ebay.de/itm/275163103509?hash=item4010ffc115:g:uvIAAOSwn5diBkLB
275163106150,1999 Pokemon Base Set Unlimited Ivysaur #30 PSA 10 Gem mint,Ivysaur,English,Gebraucht,2022-02-13 18:47:06,,"117,87",EUR,13.06,collectablepower,4188,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ivysaur/English/117,87/1999 Pokemon Base Set Unlimited Ivysaur #30 PSA 10 Gem mint",Sofort-Kaufen,https://www.ebay.de/itm/275163106150?hash=item4010ffcb66:g:N4QAAOSwk~FiBkMb
275163120615,1999 Pokemon Base Set Unlimited Wartortle 42/102 PSA 10 Gem mint,Wartortle,English,Gebraucht,2022-02-13 18:47:06,,"117,87",EUR,13.06,collectablepower,4188,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Wartortle/English/117,87/1999 Pokemon Base Set Unlimited Wartortle 42/102 PSA 10 Gem mint",Sofort-Kaufen,https://www.ebay.de/itm/275163120615?hash=item40110003e7:g:UPQAAOSwaUhiBkTa
224825593535,1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10,Pikachu,English,Gebraucht,2022-02-13 16:04:25,20,"356,00",EUR,4.99,darki06,297,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/356,00/1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10",Auction,https://www.ebay.de/itm/224825593535?hash=item3458a64ebf:g:wTUAAOSwpLBh-AaY
224825440695,Pokemon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999,Squirtle,German,Gebraucht,2022-02-13 13:51:09,61,"252,00",EUR,4.99,darki06,297,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/German/252,00/Pokemon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999",Auction,https://www.ebay.de/itm/224825440695?hash=item3458a3f9b7:g:SOgAAOSwNx9h7aae
154819471248,Switch 95/102 Base Set gemeinsamen Gem Mint PSA 10 Pokemon Karte 1999,,,Gebraucht,2022-02-13 10:40:41,,"59,53",EUR,11.81,tasty_collectibles,19,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/59,53/Switch 95/102 Base Set gemeinsamen Gem Mint PSA 10 Pokemon Karte 1999",Preisvorschlag akzeptiert,https://www.ebay.de/itm/154819471248?hash=item240bf5a790:g:PpYAAOSwGyVh9v8o
353493829466,2017 Patrick Mahomes Rookie PSA 10 Panini Knight School PSA 10 RC Gem Mint NFL,,,Gebraucht,2022-02-12 21:12:06,,"229,00",EUR,Kostenloser Versand,tradingcardshunter,"Mehr erfahren
eBay-Käuferschutz - wird in neuem Fenster oder Tab geöffnet",['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/229,00/2017 Patrick Mahomes Rookie PSA 10 Panini Knight School PSA 10 RC Gem Mint NFL",Preisvorschlag akzeptiert,https://www.ebay.de/itm/353493829466?hash=item524ddfc75a:g:gUsAAOSwjSFiAZoq
165318997009,Pokemon Karte Onix #56/102 1st Edition Deutsch Base Set PSA 10 Mint,Onix,English,Gebraucht,2022-02-12 16:36:19,15,"91,00",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Onix/English/91,00/Pokemon Karte Onix #56/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165318997009?hash=item267dc7b411:g:OkUAAOSw90dh~pkX
284641437535,PSA 10 Ivysaur Japanisches Basis Set Starter Nr. 002 Pokemon Karte,Ivysaur,English,Gebraucht,2022-02-12 15:22:09,,"190,49",EUR,Verkäufer trägt Rücksendekosten,sab.re,689,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ivysaur/English/190,49/PSA 10 Ivysaur Japanisches Basis Set Starter Nr. 002 Pokemon Karte",Preisvorschlag akzeptiert,https://www.ebay.de/itm/284641437535?hash=item4245f3a75f:g:kBkAAOSwM3Jh~6XB
185241639405,Pokemon Karte Mewtu BGS 9 Quad + 1 Edition Base Basis Set Mint Subs PSA 10 / 102,Mewtwo,German,Gebraucht,2022-02-12 03:17:47,,"349,00",EUR,Kostenloser Versand,jackketchum92,431,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Mewtwo/German/349,00/Pokemon Karte Mewtu BGS 9 Quad + 1 Edition Base Basis Set Mint Subs PSA 10 / 102",Sofort-Kaufen,https://www.ebay.de/itm/185241639405?hash=item2b214319ed:g:QNgAAOSw8YRhrAC9
265533816871,Serge Gnabry PSA 10 Bayern München 2019 Topps Chrome Bundesliga Base ,,,Gebraucht,2022-02-11 18:27:27,2,"23,37",EUR,3.90,vladmateiu10,196,[],,Auction,https://www.ebay.de/itm/265533816871?hash=item3dd30c8027:g:D0QAAOSwkBJh~Tpa
373920581821,"Charmeleon 1999-2000 ""4th Druck"" | PSA 10 | Base Set | Pokemon",Charmeleon,English,Gebraucht,,,"190,50",EUR,17.86,swailord,58,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmeleon/English/190,50/Charmeleon 1999-2000 ""4th Druck"" | PSA 10 | Base Set | Pokemon",Sofort-Kaufen,https://www.ebay.de/itm/373920581821?hash=item570f6748bd:g:b0QAAOSwVNRh42Ez
154819473139,Onix 56/102 Base Set gemeinsamen Gem Mint PSA 10 Pokemon Karte 1999,Onix,English,Gebraucht,2022-02-11 16:39:29,,"77,39",EUR,12.19,tasty_collectibles,19,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Onix/English/77,39/Onix 56/102 Base Set gemeinsamen Gem Mint PSA 10 Pokemon Karte 1999",Preisvorschlag akzeptiert,https://www.ebay.de/itm/154819473139?hash=item240bf5aef3:g:slcAAOSw-~Jh9v8b
284640429310,15x PSA 10 Gem MT 1st Edition schattenfreie französische Base Set Pokemon Karten...,,,Gebraucht,2022-02-11 11:18:48,1,"1.428,77",EUR,59.10,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/1.428,77/15x PSA 10 Gem MT 1st Edition schattenfreie französische Base Set Pokemon Karten...",Auction,https://www.ebay.de/itm/284640429310?hash=item4245e444fe:g:aP4AAOSwJgdh~pDC
284633840817,PSA 10 Gem MT 1st Edition schattenfreie Base Set Dewgong 25/102 Pokemon Karte,Dewgong,English,Gebraucht,2022-02-11 00:58:10,30,"258,99",EUR,22.05,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dewgong/English/258,99/PSA 10 Gem MT 1st Edition schattenfreie Base Set Dewgong 25/102 Pokemon Karte",Auction,https://www.ebay.de/itm/284633840817?hash=item42457fbcb1:g:laAAAOSwJhFh-HdF
134019723728,Pokemon Basis Base 1 First Edition Dratini PSA 10,Dratini,English,Gebraucht,2022-02-10 21:33:11,30,"106,88",EUR,4.99,bum5967,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dratini/English/106,88/Pokemon Basis Base 1 First Edition Dratini PSA 10",Auction,https://www.ebay.de/itm/134019723728?hash=item1f3432b1d0:g:ohYAAOSwCyZiBCTX
185280676729,Pokemon Karten PSA 10 Caterpie 45/102 1st Edition Base Set,Caterpie,English,Gebraucht,2022-02-10 21:22:20,26,"386,96",EUR,11.89,woolsluk,390,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Caterpie/English/386,96/Pokemon Karten PSA 10 Caterpie 45/102 1st Edition Base Set",Auction,https://www.ebay.de/itm/185280676729?hash=item2b2396c379:g:eeAAAOSwhTxh~DlQ
185280675841,Pokemon Karten PSA 10 Vulpix 68/102 1st Edition Base Set,Vulpix,English,Gebraucht,2022-02-10 21:20:58,25,"187,55",EUR,11.89,woolsluk,390,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Vulpix/English/187,55/Pokemon Karten PSA 10 Vulpix 68/102 1st Edition Base Set",Auction,https://www.ebay.de/itm/185280675841?hash=item2b2396c001:g:CeEAAOSwXR1gUNJK
